Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Vanuatu,47.696,48.919,50.291,51.766,53.312,54.921,56.557,58.242,59.98,61.792,63.689,65.7,67.793,69.944,72.116,74.268,76.392,78.505,80.653,82.92,85.374,88.012,90.802,93.749,96.773,99.863,103.002,106.206,109.397,112.543,115.598,118.546,121.398,124.213,127.058,129.989,132.988,136.075,139.319,142.801,146.575,150.718,155.176,159.743,164.128,168.161,171.721,174.917,177.987,181.259,184.964,189.209,193.927,198.96,204.123,209.282,214.379,219.464,224.7,230.244,236.216,242.658,249.505,256.637,263.888,271.128,278.326,285.499,292.675,299.882,307.15,314.464
French Guiana,25.484,26.241,26.897,27.465,27.981,28.493,29.029,29.62,30.306,31.093,32.032,33.115,34.379,35.77,37.284,38.893,40.624,42.43,44.309,46.15,47.932,49.619,51.272,52.882,54.521,56.224,58,59.868,61.936,64.275,66.973,70.022,73.414,77.232,81.566,86.435,91.95,97.972,104.222,110.261,115.784,120.689,125.075,129.146,133.186,137.4,141.786,146.331,151.245,156.811,163.163,170.443,178.548,187.026,195.305,202.973,209.891,216.182,221.997,227.542,232.996,238.383,243.667,249.049,254.78,261.008,267.824,275.189,282.936,290.823,298.682,306.45
Barbados,210.99,215.724,219.669,222.854,225.324,227.132,228.406,229.27,229.883,230.402,230.985,231.718,232.623,233.632,234.588,235.415,236.084,236.661,237.241,237.963,238.895,240.093,241.523,243.076,244.643,246.158,247.584,248.931,250.2,251.347,252.388,253.296,254.078,254.791,255.493,256.26,257.117,258.012,258.97,259.961,260.933,261.912,262.89,263.869,264.893,265.955,267.047,268.183,269.334,270.455,271.511,272.494,273.423,274.331,275.283,276.32,277.475,278.701,279.946,281.107,282.131,282.987,283.698,284.294,284.825,285.327,285.798,286.229,286.64,287.021,287.371,287.708
French Polynesia,60.27,62.066,63.848,65.585,67.237,68.847,70.436,72.062,73.83,75.803,78.08,80.705,83.652,86.847,90.132,93.442,96.719,99.99,103.329,106.814,110.49,114.385,118.438,122.641,126.919,131.229,135.559,139.893,144.273,148.734,153.298,157.954,162.679,167.456,172.249,177.024,181.807,186.588,191.26,195.728,199.906,203.716,207.238,210.644,214.196,218.064,222.323,226.854,231.562,236.217,240.681,244.929,248.976,252.707,255.995,258.78,261.007,262.717,264.064,265.256,266.449,267.702,268.995,270.332,271.713,273.119,274.576,276.108,277.673,279.285,280.904,282.534
Mayotte,15.138,15.732,16.444,17.244,18.101,18.994,19.897,20.839,21.833,22.889,24.016,25.24,26.537,27.887,29.22,30.52,31.783,33.009,34.251,35.553,36.964,38.518,40.199,41.961,43.733,45.48,47.188,48.888,50.697,52.747,55.136,57.913,61.044,64.494,68.205,72.108,76.187,80.445,84.941,89.709,94.779,100.164,105.826,111.633,117.47,123.186,128.753,134.206,139.575,144.93,150.331,155.756,161.204,166.715,172.345,178.103,184.026,190.098,196.269,202.494,208.716,214.937,221.147,227.376,233.658,240.011,246.46,252.962,259.526,266.153,272.813,279.507
Sao Tome and Principe,59.998,59.219,58.554,58.184,58.261,58.807,59.774,61.027,62.347,63.509,64.294,64.597,64.478,64.237,64.278,64.884,66.172,68.039,70.258,72.501,74.57,76.344,77.93,79.463,81.148,83.134,85.475,88.102,90.846,93.458,95.788,97.767,99.478,101.064,102.826,104.926,107.429,110.259,113.288,116.313,119.211,121.949,124.574,127.066,129.426,131.679,133.799,135.831,137.855,139.964,142.264,144.76,147.45,150.405,153.736,157.472,161.676,166.297,171.122,175.877,180.372,184.521,188.394,192.076,195.727,199.439,203.221,207.086,211.032,215.048,219.161,223.364
Samoa,82.106,84.421,86.805,89.209,91.666,94.186,96.778,99.48,102.328,105.367,108.627,112.112,115.768,119.552,123.346,127.055,130.672,134.181,137.484,140.495,143.146,145.407,147.295,148.858,150.191,151.353,152.362,153.218,153.986,154.74,155.522,156.41,157.365,158.345,159.243,159.995,160.552,160.962,161.369,161.935,162.797,164,165.49,167.117,168.689,170.05,171.165,172.065,172.839,173.606,174.454,175.394,176.41,177.481,178.597,179.722,180.874,182.045,183.27,184.553,185.944,187.469,189.089,190.712,192.22,193.51,194.54,195.358,196.128,197.093,198.41,200.144
Saint Lucia,82.783,83.813,84.658,85.352,85.945,86.47,86.989,87.519,88.123,88.841,89.698,90.718,91.892,93.214,94.637,96.138,97.721,99.37,101.028,102.599,104.016,105.244,106.303,107.311,108.389,109.634,111.074,112.685,114.398,116.148,117.828,119.435,120.987,122.571,124.296,126.246,128.448,130.868,133.364,135.787,138.019,140.001,141.758,143.402,145.08,146.871,148.837,150.92,153.023,154.988,156.737,158.184,159.392,160.53,161.821,163.408,165.378,167.644,170.011,172.223,174.092,175.538,176.654,177.505,178.307,179.131,180.028,180.955,181.89,182.795,183.629,184.401
Channel Islands,102.235,102.969,103.664,104.32,104.956,105.608,106.267,106.966,107.711,108.526,109.419,110.398,111.464,112.591,113.777,114.989,116.229,117.469,118.725,119.975,121.2,122.405,123.611,124.722,125.68,126.42,126.908,127.186,127.395,127.691,128.204,128.986,129.976,131.153,132.445,133.8,135.242,136.762,138.25,139.58,140.677,141.469,142.006,142.407,142.867,143.48,144.348,145.387,146.5,147.553,148.439,149.097,149.591,150.07,150.722,151.674,152.999,154.644,156.441,158.187,159.718,160.99,162.051,163.039,164.107,165.387,166.922,168.666,170.496,172.264,173.859,175.244
Guam,59.653,60.258,60.87,61.47,62.058,62.647,63.256,63.926,64.698,65.623,66.733,68.065,69.605,71.289,73.047,74.828,76.611,78.412,80.212,82.04,83.875,85.729,87.58,89.459,91.378,93.351,95.38,97.477,99.629,101.837,104.134,106.482,108.901,111.403,113.953,116.576,119.228,121.923,124.674,127.525,130.48,133.553,136.693,139.813,142.806,145.559,148.061,150.303,152.274,153.955,155.323,156.395,157.173,157.723,158.094,158.406,158.649,158.848,159.037,159.232,159.439,159.69,159.99,160.415,161.007,161.851,162.948,164.281,165.77,167.295,168.783,170.184
Curaçao,100.181,104.566,108.286,111.508,114.349,116.922,119.282,121.464,123.481,125.307,126.941,128.384,129.685,130.955,132.316,133.879,135.65,137.619,139.677,141.719,143.639,145.451,147.148,148.615,149.686,150.261,150.24,149.711,148.942,148.275,147.997,148.205,148.808,149.587,150.185,150.375,150.065,149.328,148.353,147.415,146.679,146.243,146.018,145.766,145.132,143.88,141.97,139.534,136.868,134.302,132.147,130.405,129.082,128.422,128.713,130.136,132.812,136.579,141.004,145.364,149.188,152.309,154.812,156.79,158.432,159.85,161.055,161.986,162.753,163.423,164.1,164.796
Kiribati,33.05,33.615,34.27,34.976,35.75,36.566,37.428,38.317,39.241,40.206,41.196,42.234,43.283,44.342,45.392,46.429,47.429,48.403,49.354,50.267,51.142,51.979,52.775,53.558,54.334,55.114,55.922,56.759,57.613,58.469,59.296,60.101,60.887,61.736,62.745,63.989,65.504,67.244,69.087,70.849,72.394,73.692,74.767,75.711,76.668,77.716,78.904,80.188,81.558,82.969,84.405,85.844,87.308,88.84,90.498,92.319,94.341,96.531,98.76,100.928,102.93,104.735,106.359,107.887,109.387,110.927,112.529,114.153,115.842,117.608,119.446,121.388
Grenada,76.681,76.647,77.184,78.167,79.501,81.102,82.876,84.726,86.572,88.334,89.927,91.324,92.481,93.409,94.122,94.634,94.936,95.012,94.929,94.723,94.476,94.212,93.984,93.661,93.19,92.494,91.469,90.219,89.104,88.603,89.032,90.61,93.132,96.02,98.472,99.953,100.183,99.425,98.126,96.932,96.328,96.462,97.161,98.234,99.345,100.286,101.003,101.567,102.023,102.429,102.837,103.242,103.636,104.003,104.346,104.658,104.938,105.183,105.457,105.787,106.227,106.786,107.452,108.172,108.9,109.603,110.263,110.874,111.449,112.002,112.519,113.015
Saint Vincent and the Grenadines,66.997,68.075,69.289,70.612,72.05,73.55,75.108,76.67,78.196,79.632,80.97,82.168,83.239,84.2,85.117,86.009,86.907,87.779,88.663,89.565,90.501,91.49,92.511,93.559,94.618,95.665,96.694,97.708,98.688,99.649,100.566,101.439,102.255,103.035,103.776,104.503,105.217,105.905,106.533,107.071,107.489,107.772,107.941,108.036,108.059,108.043,107.983,107.895,107.807,107.763,107.787,107.893,108.095,108.322,108.52,108.617,108.602,108.516,108.401,108.293,108.26,108.315,108.435,108.624,108.868,109.135,109.467,109.826,110.21,110.593,110.947,111.269
Aruba,38.052,38.268,38.962,40.151,41.761,43.721,45.932,48.239,50.5,52.532,54.208,55.434,56.234,56.699,57.029,57.357,57.702,58.044,58.377,58.734,59.07,59.442,59.849,60.236,60.527,60.653,60.586,60.366,60.102,59.972,60.097,60.561,61.341,62.213,62.826,63.024,62.645,61.838,61.072,61.033,62.152,64.623,68.24,72.495,76.705,80.324,83.211,85.45,87.28,89.009,90.866,92.892,94.992,97.016,98.744,100.028,100.83,101.226,101.362,101.452,101.665,102.05,102.565,103.165,103.776,104.339,104.865,105.361,105.846,106.31,106.766,107.195
Tonga,47.217,49.31,51.181,52.789,54.151,55.323,56.365,57.372,58.485,59.846,61.574,63.721,66.233,68.975,71.744,74.348,76.774,79.034,81.076,82.861,84.344,85.492,86.327,86.958,87.584,88.321,89.228,90.259,91.336,92.271,92.966,93.415,93.636,93.736,93.793,93.896,94.081,94.318,94.592,94.848,95.069,95.243,95.398,95.556,95.739,95.972,96.267,96.621,97.036,97.475,97.962,98.482,99.023,99.591,100.214,100.908,101.714,102.577,103.384,103.897,103.981,103.558,102.736,101.768,101.023,100.78,101.143,102.002,103.199,104.497,105.697,106.759
United States Virgin Islands,26.792,27.371,28.119,28.812,29.351,29.669,29.862,30.06,30.488,31.433,33.137,35.718,39.07,42.891,46.732,50.226,53.249,55.917,58.467,61.324,64.723,68.766,73.28,77.981,82.476,86.47,89.849,92.688,95.067,97.171,99.089,100.87,102.474,103.818,104.779,105.279,105.293,104.889,104.315,103.856,103.755,104.088,104.795,105.73,106.642,107.388,107.939,108.313,108.551,108.675,108.73,108.689,108.556,108.354,108.1,107.801,107.466,107.118,106.753,106.416,106.086,105.794,105.524,105.304,105.107,104.95,104.829,104.745,104.672,104.579,104.423,104.218
Seychelles,36.325,36.904,37.475,38.003,38.505,38.963,39.394,39.837,40.32,40.904,41.611,42.46,43.461,44.546,45.678,46.787,47.866,48.916,49.998,51.132,52.371,53.714,55.127,56.609,58.096,59.584,61.044,62.483,63.85,65.114,66.237,67.242,68.12,68.837,69.402,69.772,69.941,69.946,69.925,70.089,70.572,71.446,72.661,74.071,75.444,76.653,77.597,78.357,79.064,79.904,80.998,82.413,84.077,85.807,87.388,88.652,89.528,90.082,90.45,90.788,91.273,91.882,92.608,93.397,94.214,94.981,95.711,96.418,97.094,97.741,98.34,98.91
Antigua and Barbuda,45.515,46.541,47.385,48.135,48.876,49.648,50.464,51.36,52.28,53.214,54.132,55.005,55.849,56.701,57.641,58.699,59.912,61.24,62.523,63.553,64.184,64.354,64.134,63.649,63.108,62.671,62.353,62.162,62.038,61.948,61.861,61.789,61.78,61.779,61.784,61.785,61.754,61.713,61.758,62.007,62.533,63.363,64.459,65.777,67.201,68.672,70.176,71.707,73.219,74.674,76.007,77.212,78.298,79.311,80.347,81.462,82.715,84.029,85.394,86.743,88.03,89.25,90.407,91.51,92.562,93.571,94.52,95.425,96.282,97.115,97.928,98.728
Isle of Man,55.253,55.224,54.848,54.212,53.374,52.411,51.403,50.433,49.569,48.877,48.444,48.286,48.421,48.8,49.396,50.145,51.051,52.117,53.252,54.378,55.431,56.352,57.166,57.919,58.673,59.482,60.374,61.335,62.26,63.026,63.546,63.778,63.765,63.697,63.812,64.277,65.2,66.476,67.927,69.263,70.292,70.928,71.262,71.431,71.662,72.133,72.884,73.851,74.936,75.996,76.942,77.707,78.318,78.878,79.515,80.293,81.283,82.406,83.515,84.379,84.856,84.889,84.534,83.985,83.488,83.232,83.296,83.61,84.073,84.589,85.032,85.41
Andorra,6.198,6.693,7.251,7.859,8.533,9.231,9.984,10.778,11.614,12.495,13.41,14.378,15.379,16.407,17.466,18.542,19.646,20.76,21.886,23.053,24.275,25.571,26.885,28.232,29.515,30.705,31.782,32.769,33.744,34.825,36.063,37.498,39.115,40.854,42.706,44.593,46.52,48.459,50.433,52.452,54.508,56.666,58.882,60.974,62.676,63.86,64.363,64.318,64.14,64.368,65.39,67.344,70.048,73.18,76.25,78.871,80.995,82.682,83.86,84.461,84.454,83.748,82.427,80.77,79.213,77.993,77.295,76.997,77.008,77.146,77.265,77.354
Dominica,51.099,51.703,52.293,52.941,53.683,54.557,55.544,56.628,57.775,58.919,60.02,61.036,61.978,62.917,63.921,65.044,66.3,67.687,69.034,70.214,71.084,71.569,71.731,71.739,71.814,72.088,72.662,73.443,74.28,74.96,75.318,75.314,75.012,74.484,73.846,73.207,72.531,71.842,71.212,70.722,70.422,70.377,70.546,70.818,71.044,71.105,70.933,70.592,70.183,69.828,69.65,69.671,69.84,70.102,70.387,70.58,70.718,70.797,70.829,70.848,70.877,70.912,70.954,71.019,71.091,71.175,71.307,71.46,71.626,71.808,71.991,72.172
Cayman Islands,6.416,6.271,6.247,6.318,6.458,6.668,6.912,7.177,7.427,7.659,7.87,8.024,8.141,8.219,8.299,8.37,8.444,8.518,8.638,8.833,9.143,9.588,10.135,10.778,11.488,12.234,13.023,13.848,14.681,15.485,16.207,16.857,17.436,18.005,18.662,19.46,20.426,21.539,22.775,24.028,25.307,26.54,27.784,29.068,30.521,32.161,34.065,36.155,38.33,40.423,42.305,43.934,45.347,46.624,47.899,49.261,50.729,52.28,53.835,55.321,56.672,57.877,58.963,59.933,60.848,61.721,62.564,63.382,64.172,64.948,65.72,66.498
Bermuda,37.256,37.8,38.437,39.142,39.914,40.709,41.535,42.37,43.227,44.091,44.986,45.899,46.815,47.723,48.592,49.382,50.118,50.785,51.387,51.979,52.565,53.154,53.75,54.327,54.882,55.399,55.877,56.318,56.751,57.17,57.58,57.987,58.39,58.785,59.181,59.594,60.011,60.422,60.839,61.243,61.63,62.012,62.391,62.75,63.101,63.439,63.77,64.092,64.39,64.704,65.017,65.33,65.652,65.936,66.156,66.26,66.24,66.126,65.94,65.675,65.388,65.076,64.737,64.381,64.038,63.695,63.36,63.04,62.763,62.508,62.273,62.092
Marshall Islands,13.005,13.226,13.441,13.628,13.792,13.897,13.996,14.085,14.208,14.394,14.674,15.056,15.547,16.111,16.71,17.282,17.834,18.383,18.966,19.617,20.394,21.305,22.335,23.44,24.53,25.579,26.548,27.479,28.4,29.417,30.574,31.883,33.33,34.881,36.564,38.331,40.212,42.168,44.092,45.827,47.265,48.403,49.242,49.828,50.214,50.454,50.523,50.453,50.356,50.418,50.754,51.411,52.368,53.465,54.476,55.257,55.765,56.046,56.166,56.255,56.361,56.524,56.712,56.933,57.183,57.444,57.723,58.053,58.412,58.791,59.194,59.618
Greenland,22.993,23.466,23.936,24.465,25.092,25.846,26.727,27.733,28.842,30.019,31.23,32.476,33.731,35.037,36.438,37.965,39.605,41.362,43.098,44.702,46.077,47.195,48.066,48.736,49.232,49.575,49.781,49.846,49.865,49.942,50.179,50.584,51.155,51.834,52.528,53.187,53.789,54.371,54.88,55.288,55.604,55.783,55.857,55.847,55.817,55.81,55.83,55.873,55.951,56.052,56.177,56.336,56.518,56.707,56.868,56.949,56.968,56.928,56.836,56.729,56.638,56.555,56.477,56.412,56.383,56.378,56.408,56.473,56.565,56.66,56.772,56.868
American Samoa,18.941,19.287,19.546,19.699,19.758,19.748,19.712,19.671,19.69,19.827,20.127,20.605,21.246,22.029,22.85,23.675,24.473,25.235,25.98,26.698,27.362,27.982,28.564,29.103,29.595,30.045,30.455,30.834,31.262,31.842,32.648,33.697,34.969,36.413,37.946,39.521,41.114,42.741,44.346,45.894,47.351,48.682,49.9,51.025,52.099,53.158,54.209,55.227,56.18,57.049,57.816,58.496,59.077,59.495,59.684,59.557,59.109,58.367,57.49,56.675,56.084,55.755,55.669,55.717,55.791,55.806,55.739,55.617,55.461,55.312,55.197,55.103
Saint Kitts and Nevis,46.053,46.131,46.488,47.044,47.731,48.488,49.253,49.949,50.545,50.975,51.199,51.196,50.961,50.529,49.928,49.209,48.351,47.388,46.399,45.529,44.878,44.489,44.318,44.304,44.322,44.271,44.14,43.944,43.703,43.452,43.201,42.963,42.733,42.477,42.198,41.874,41.479,41.041,40.633,40.354,40.26,40.381,40.691,41.141,41.618,42.077,42.472,42.857,43.225,43.622,44.083,44.602,45.168,45.749,46.323,46.852,47.333,47.769,48.178,48.599,49.011,49.442,49.881,50.328,50.776,51.204,51.629,52.036,52.438,52.834,53.192,53.546
Faroe Islands,31.502,31.539,31.669,31.867,32.144,32.478,32.86,33.268,33.706,34.161,34.624,35.074,35.521,35.965,36.409,36.843,37.283,37.705,38.131,38.56,39.008,39.456,39.915,40.395,40.847,41.292,41.724,42.133,42.539,42.941,43.339,43.725,44.101,44.483,44.895,45.328,45.812,46.34,46.833,47.159,47.276,47.123,46.746,46.277,45.848,45.625,45.624,45.789,46.094,46.428,46.738,46.999,47.235,47.439,47.6,47.731,47.793,47.825,47.822,47.814,47.803,47.815,47.843,47.901,47.965,48.055,48.173,48.326,48.497,48.677,48.865,49.053
Sint Maarten (Dutch part),1.49,1.662,1.797,1.913,2.007,2.112,2.21,2.321,2.46,2.624,2.833,3.077,3.367,3.703,4.063,4.46,4.895,5.362,5.857,6.354,6.854,7.372,7.892,8.429,8.977,9.556,10.147,10.791,11.481,12.244,13.097,14.03,15.032,16.175,17.517,19.127,21.028,23.157,25.334,27.28,28.814,29.852,30.458,30.765,30.95,31.164,31.434,31.731,32.043,32.321,32.564,32.782,32.99,33.195,33.342,33.436,33.452,33.406,33.424,33.65,34.166,35.05,36.238,37.58,38.872,39.967,40.812,41.444,41.936,42.389,42.882,43.421
Monaco,20,19.384,19.082,19.049,19.261,19.653,20.186,20.788,21.405,21.978,22.461,22.813,23.043,23.165,23.236,23.289,23.302,23.292,23.295,23.348,23.487,23.721,24.049,24.445,24.829,25.203,25.523,25.811,26.09,26.391,26.752,27.162,27.633,28.091,28.511,28.836,29.05,29.156,29.232,29.309,29.433,29.629,29.859,30.145,30.436,30.731,31.001,31.268,31.554,31.836,32.148,32.474,32.804,33.144,33.499,33.842,34.189,34.524,34.86,35.223,35.609,36.025,36.459,36.899,37.32,37.723,38.07,38.392,38.682,38.967,39.244,39.52
Turks and Caicos Islands,5.044,5.001,4.982,5.037,5.131,5.247,5.38,5.504,5.641,5.748,5.825,5.867,5.884,5.87,5.851,5.814,5.783,5.766,5.746,5.765,5.837,5.973,6.156,6.38,6.61,6.832,7.02,7.193,7.38,7.607,7.894,8.243,8.654,9.096,9.556,9.974,10.365,10.717,11.091,11.55,12.115,12.815,13.639,14.526,15.399,16.221,16.93,17.566,18.228,19.069,20.171,21.578,23.23,25.008,26.709,28.181,29.394,30.383,31.2,31.933,32.658,33.371,34.067,34.733,35.371,35.979,36.558,37.116,37.667,38.194,38.718,39.226
Saint Martin (French part),2.999,3.113,3.192,3.263,3.332,3.408,3.489,3.592,3.693,3.798,3.898,3.996,4.078,4.179,4.302,4.471,4.675,4.922,5.194,5.461,5.707,5.945,6.156,6.37,6.601,6.882,7.25,7.713,8.191,8.557,8.777,8.675,8.372,8.296,9.067,11.066,14.561,19.274,24.374,28.723,31.522,32.441,31.816,30.194,28.482,27.32,26.854,26.91,27.388,28.122,28.935,29.847,30.913,32.055,33.187,34.252,35.24,36.138,36.88,37.38,37.582,37.451,37.012,36.458,36.018,35.865,36.061,36.569,37.264,38.002,38.659,39.239
Liechtenstein,13.752,13.945,14.135,14.344,14.568,14.824,15.119,15.429,15.767,16.12,16.501,16.894,17.3,17.724,18.17,18.642,19.16,19.688,20.237,20.766,21.268,21.729,22.161,22.56,22.985,23.436,23.933,24.451,24.968,25.463,25.881,26.229,26.533,26.79,27.028,27.286,27.552,27.835,28.135,28.449,28.79,29.166,29.552,29.987,30.415,30.884,31.354,31.83,32.306,32.765,33.184,33.543,33.885,34.172,34.444,34.718,34.975,35.217,35.469,35.723,35.996,36.299,36.615,36.94,37.219,37.465,37.655,37.805,37.918,38.02,38.137,38.254
San Marino,12.774,12.924,13.095,13.297,13.532,13.789,14.072,14.379,14.707,15.061,15.44,15.836,16.255,16.669,17.101,17.508,17.919,18.309,18.668,18.98,19.224,19.393,19.49,19.561,19.661,19.829,20.086,20.397,20.764,21.122,21.453,21.761,22.043,22.295,22.546,22.794,23.046,23.297,23.548,23.833,24.124,24.454,24.83,25.208,25.588,25.925,26.253,26.563,26.851,27.141,27.46,27.818,28.175,28.561,28.942,29.324,29.694,30.068,30.434,30.825,31.221,31.655,32.103,32.554,32.941,33.27,33.503,33.671,33.784,33.864,33.938,34.01
British Virgin Islands,7.437,7.5,7.547,7.597,7.628,7.68,7.725,7.78,7.855,7.944,8.053,8.164,8.319,8.469,8.644,8.836,9.022,9.213,9.427,9.621,9.83,10.012,10.21,10.391,10.551,10.697,10.821,10.923,11.041,11.226,11.471,11.821,12.25,12.755,13.317,13.951,14.646,15.39,16.155,16.867,17.489,18.007,18.443,18.783,19.068,19.307,19.508,19.66,19.82,20.026,20.313,20.675,21.128,21.674,22.329,23.106,24.022,25.05,26.096,27.035,27.796,28.326,28.654,28.85,28.985,29.148,29.355,29.567,29.795,30.033,30.237,30.423
"Bonaire, Sint Eustatius and Saba",7.129,7.29,7.425,7.524,7.61,7.668,7.722,7.782,7.855,7.949,8.078,8.231,8.429,8.647,8.888,9.126,9.389,9.638,9.91,10.148,10.359,10.542,10.716,10.841,10.956,11.026,11.076,11.094,11.105,11.135,11.209,11.318,11.473,11.646,11.843,12.024,12.185,12.332,12.485,12.709,13.01,13.43,13.936,14.451,14.858,15.101,15.163,15.082,14.889,14.632,14.387,14.131,13.882,13.755,13.886,14.399,15.338,16.645,18.163,19.648,20.941,21.998,22.84,23.512,24.067,24.571,25.017,25.399,25.709,25.983,26.221,26.445
Palau,7.431,7.493,7.63,7.821,8.051,8.315,8.592,8.895,9.188,9.48,9.769,10.046,10.329,10.566,10.792,11.005,11.178,11.329,11.46,11.617,11.803,12.051,12.342,12.625,12.823,12.898,12.835,12.646,12.409,12.231,12.178,12.281,12.519,12.842,13.19,13.534,13.835,14.121,14.4,14.704,15.063,15.442,15.859,16.285,16.735,17.158,17.599,18.016,18.409,18.773,19.104,19.39,19.642,19.812,19.861,19.784,19.545,19.159,18.708,18.29,17.954,17.748,17.635,17.603,17.625,17.665,17.718,17.809,17.911,18.001,18.092,18.174
Cook Islands,15.071,15.411,15.634,15.83,16.056,16.35,16.712,17.12,17.539,17.92,18.213,18.38,18.452,18.507,18.628,18.894,19.329,19.89,20.496,20.985,21.301,21.399,21.309,21.056,20.691,20.225,19.689,19.068,18.44,17.902,17.519,17.306,17.271,17.343,17.473,17.592,17.702,17.794,17.898,18.026,18.195,18.419,18.678,18.934,19.081,19.105,18.948,18.653,18.313,18.042,17.935,18.017,18.274,18.609,18.892,19.07,19.094,18.994,18.808,18.602,18.392,18.2,18.009,17.834,17.685,17.581,17.521,17.505,17.519,17.547,17.564,17.572
Anguilla,5.122,5.317,5.477,5.598,5.705,5.781,5.846,5.901,5.939,5.987,6.02,6.09,6.141,6.207,6.283,6.36,6.434,6.52,6.608,6.69,6.773,6.854,6.949,7.023,7.101,7.161,7.202,7.252,7.285,7.296,7.284,7.249,7.194,7.145,7.182,7.292,7.512,7.842,8.222,8.582,8.894,9.138,9.333,9.491,9.661,9.868,10.117,10.388,10.684,10.979,11.247,11.52,11.756,11.993,12.23,12.442,12.66,12.862,13.056,13.248,13.436,13.612,13.794,13.952,14.114,14.279,14.435,14.588,14.738,14.872,15.002,15.125
Tuvalu,4.676,4.784,4.872,4.94,5.013,5.072,5.139,5.194,5.236,5.285,5.321,5.33,5.34,5.341,5.354,5.388,5.435,5.51,5.598,5.671,5.74,5.77,5.786,5.819,5.903,6.064,6.319,6.65,7.018,7.357,7.631,7.825,7.951,8.041,8.11,8.211,8.341,8.481,8.637,8.787,8.91,9.014,9.11,9.194,9.259,9.298,9.317,9.328,9.332,9.344,9.392,9.478,9.593,9.724,9.871,9.997,10.118,10.219,10.315,10.413,10.521,10.626,10.744,10.849,10.973,11.099,11.232,11.365,11.505,11.655,11.792,11.925
Nauru,3.43,3.466,3.555,3.655,3.738,3.819,3.888,3.959,4.051,4.186,4.377,4.627,4.942,5.27,5.59,5.859,6.065,6.221,6.343,6.445,6.553,6.669,6.798,6.929,7.062,7.178,7.284,7.396,7.505,7.626,7.751,7.871,8.016,8.163,8.331,8.501,8.679,8.868,9.058,9.275,9.506,9.766,10.03,10.287,10.496,10.626,10.677,10.643,10.567,10.449,10.335,10.219,10.102,9.99,9.906,9.848,9.827,9.846,9.88,9.945,10.009,10.069,10.136,10.208,10.289,10.374,10.474,10.577,10.678,10.764,10.834,10.873
Saint Pierre and Miquelon,4.567,4.609,4.648,4.678,4.721,4.749,4.801,4.841,4.886,4.929,4.975,5.014,5.041,5.081,5.12,5.162,5.229,5.297,5.38,5.464,5.551,5.642,5.753,5.845,5.932,6.005,6.051,6.103,6.122,6.138,6.129,6.109,6.067,6.03,6.003,6.017,6.068,6.148,6.236,6.327,6.385,6.425,6.435,6.423,6.416,6.389,6.375,6.366,6.35,6.324,6.298,6.255,6.207,6.15,6.118,6.113,6.16,6.22,6.286,6.343,6.361,6.323,6.251,6.168,6.073,5.992,5.933,5.885,5.845,5.821,5.795,5.771
Montserrat,13.524,14.127,14.476,14.601,14.509,14.231,13.817,13.32,12.799,12.323,11.957,11.729,11.653,11.673,11.711,11.721,11.696,11.647,11.604,11.553,11.538,11.519,11.53,11.539,11.55,11.576,11.612,11.654,11.675,11.665,11.607,11.482,11.299,11.106,10.925,10.787,10.704,10.666,10.632,10.623,10.616,10.627,10.659,10.598,10.362,9.848,9.014,7.927,6.745,5.693,4.925,4.528,4.431,4.533,4.703,4.842,4.89,4.916,4.906,4.891,4.895,4.913,4.93,4.932,4.952,4.966,4.978,4.989,4.993,4.991,4.999,4.981
Falkland Islands (Malvinas),2.254,2.245,2.231,2.217,2.212,2.203,2.189,2.175,2.169,2.157,2.144,2.131,2.119,2.103,2.086,2.074,2.055,2.035,2.026,1.997,1.989,1.964,1.941,1.931,1.912,1.909,1.898,1.877,1.865,1.861,1.853,1.85,1.845,1.838,1.833,1.841,1.853,1.866,1.885,1.925,1.98,2.061,2.169,2.269,2.384,2.501,2.593,2.688,2.769,2.831,2.893,2.927,2.944,2.95,2.95,2.95,2.94,2.928,2.932,2.921,2.902,2.863,2.823,2.793,2.787,2.836,2.926,3.074,3.236,3.372,3.483,3.528
Niue,4.666,4.676,4.692,4.681,4.683,4.69,4.697,4.722,4.749,4.783,4.83,4.877,4.93,4.987,5.04,5.097,5.152,5.206,5.242,5.215,5.127,4.956,4.722,4.45,4.194,3.974,3.796,3.684,3.603,3.502,3.401,3.268,3.123,2.974,2.837,2.713,2.607,2.52,2.446,2.382,2.332,2.292,2.261,2.228,2.201,2.161,2.124,2.069,2.01,1.953,1.902,1.843,1.795,1.748,1.713,1.688,1.667,1.647,1.633,1.622,1.622,1.618,1.606,1.606,1.607,1.61,1.611,1.612,1.61,1.614,1.618,1.614
